text,sentiment,score
"Ultimately no matter who you are or where you are, you have an equal opportunity to participate and be an active citizen in your own society and also in the world.",Positive,1.6666666269302368
"To me specifically, social justice means that there isn’t really a separation between people based on their age, based on their religion their beliefs, their country of origin, things like that.",Positive,1.6666666269302368
I think social justice is extremely important for young people.,Positive,1.3333333730697632
"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",Positive,2.6666667461395264
We can start resolving some of these problems if we are not only listening but then also reacting because young people don’t just explode over night.,Positive,1.0
^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,Positive,1.6666666269302368
^it's amazing to see their enthusiasm and their passion,Positive,2.6666667461395264
My goal is to become a human rights lawyer,Positive,0.3333333432674408
^- The work that I'm doing at the Human Right Center ^is that I am annotating a memoir about ^_ and genocide,Positive,1.6666666269302368
"In fact, it's sort of how I got my job",Positive,1.0
- The experience with the center was really informative of what I ended up doing after I graduated,Positive,2.0
That included doing early warning of potential ^human rights violations and war crimes around the world,Negative,-1.3333333730697632
"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",Negative,-0.3333333432674408
Having at least an awareness and sensitivity to human rights issues is critical in today's world,Positive,0.6666666865348816
"^- I think it's very important for any student ^if you're gonna have a leadership role ^in business or politics and law, finance",Positive,1.6666666269302368
"It's so fun, and it's a great workout",Positive,1.6666666269302368
"""I just have a passion for it",Positive,2.0
""" Strong social media game With over half a million followers on both her Twitter and Instagram pages, De La Garza has cultivated her stardom into a loyal fanbase",Positive,1.6666666269302368
"And number two, it's awesome",Positive,2.3333332538604736
"Surprisingly, she doesn't seem to have an official Facebook page, so either kids are too cool for that now, or she reads all of her grumpy older relatives' political gripes elsewhere",Positive,0.3333333432674408
But our Ukrainian partners rejected this possibility for reasons unknown to me.,Negative,-0.3333333432674408
It is common knowledge that the reverse-flow gas that they (Ukraine) are receiving from several European countries costs $20-30 more for consumers.,Negative,-0.6666666865348816
"That means paying the price of $270-280 per 1,000 cubic metre, that's the possible price for the third quarter.",Positive,0.3333333432674408
"Is it cheaper to receive Russian gas, or to get reverse-flow gas for $20-30 dollars more than the Russian price.",Negative,-0.3333333432674408
"If it is profitable for them [Ukrainian authorities] to pay at the expense of consumers, at the expense of their citizens, it is their personal choice.",Positive,0.3333333432674408
Let them answer to their people who have to understand at what price the gas is purchased from friendly European countries.,Neutral,0.0
"And if you clip coupons, if you don't go out for dinner and movies and things of that nature and try to take up things in life that, well, they always say, ""the best things in life are free"". Reading a book, going for a nice walk, and, of course, combining exercise and various things of that nature where you're not spending money per se.",Positive,0.6666666865348816
"Did they grow up in a very strict, staunch Republican household and so because of that now they're a very, very liberal Democrat?",Neutral,0.0
"Maybe they have no political party affiliation, they're not interested in politics, they could care less about politics.",Neutral,0.0
"And even after the election and the tribal warfare was going on, tribal people were killing one another, but Equity had branches all over the country.",Negative,-0.6666666865348816
"In 2008, there were very serious tribal warfare in Kenya following a disputed election.",Negative,-2.0
"They didn't hurt anybody as they-- it was a terrible time, but Equity was kind of an oasis of peace, because everybody said, this bank is my bank, so I'm not going to do anything to this bank.",Negative,-0.3333333432674408
"For the 10th straight year, some of Kentucky’s best and most innovative biotech companies and technologies were on display at the annual BIO International Convention, which I and other state officials attended this week in Chicago.",Positive,1.6666666269302368
"This is Governor Steve Beshear ... About Kentucky Our state is home to more than 1,500 bioscience and lifescience companies and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices.",Positive,1.0
"As governor, I participated in several meetings with executives from high-tech companies who are interested in doing business in, or with, Kentucky.",Positive,1.3333333730697632
"An estimated 20,000 biotech scientists, executives and industry experts from more than 50 nations were at the BIO conference to learn about the latest scientific advances, and to exchange ideas and establish business relationships.",Positive,0.6666666865348816
"As a result of these meetings, one or more of these companies may soon expand their existing Kentucky facilities, or establish new operations in our state.",Positive,2.0
They were all impressed by the thriving lifescience sector in our state.,Positive,1.6666666269302368
Our state pavilion provides an eye-catching environment in which Kentucky biotech companies and organizations can meet prospective customers and business partners.,Positive,1.0
Kentucky’s participation at the annual BIO International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,Positive,0.6666666865348816
By continually seeking new clients you build a stronger business.,Positive,1.3333333730697632
"This is an opportunity for you to highlight your products, your testimonials that you have gotten from clients, letters of recommendation and publications.",Positive,0.3333333432674408
We're updating it all the time and looking forward to your comments on our videos.,Positive,1.6666666269302368
"You can look at what you want to share with your clients, about what you're doing and what's new in your practice.",Neutral,0.0
"As you have more experience, you have more times exhibiting, you get to know more people.",Positive,0.3333333432674408
Things could shift and that customer could change the type of cases that he or she is handling.,Neutral,0.0
It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,Positive,1.0
"Third, another big benefit of exhibiting is connecting with existing clients.",Positive,0.6666666865348816
"What are you doing that's different?"" They always want an answer.",Positive,0.3333333432674408
I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.,Positive,0.6666666865348816
One of the things that is most important to do when you consider exhibiting is to think about your goals.,Positive,0.6666666865348816
In this video I share tips about exhibiting your services at an attorney conference.,Neutral,0.0
Here are three goals that you can achieve by signing up to become an exhibitor at an attorney conference.,Positive,0.3333333432674408
"Get detailed information on how to successfully exhibit by investing in a copy of my book, ""Secrets of Expanding a Legal Nurse Consulting Business"". Go to the link on this screen which will take you to www.legalnursebusiness.com While you're on my site, grab your free e-books, sign up for our free e-zines and please subscribe to this YouTube channel.",Positive,1.3333333730697632
First exhibiting is a wonderful opportunity to network with other legal vendors.,Positive,0.6666666865348816
"Secondly, another goal of exhibiting  is building your company image.",Positive,0.3333333432674408
"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",Positive,0.3333333432674408
"Then we have our second word: ""pose""",Neutral,0.0
"It's when you're very confident, when you're strong and you feel strong",Positive,2.0
And this secret will also help you if you ever decide to ask out that special someone,Positive,1.6666666269302368
"Well, it is the secret of power pose",Positive,0.6666666865348816
"So, what is this secret I'm telling you about",Positive,1.0
"So, first of all, what am I talking about",Neutral,0.0
"Well, for starters, let's look at the word ""power""",Positive,0.6666666865348816
What is a power pose,Positive,0.3333333432674408
Power is similar to strength,Positive,1.3333333730697632
"I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong",Positive,1.0
You got to visit your family for the holidays and your mom and dad has some big news.,Neutral,0.0
There are several different stages that you're going to go through when coping with a dying person.,Negative,-0.6666666865348816
"You're going to plead with God, plead with the higher being above, plead with anyone who will listen that you don't want this person to leave you in your life.",Positive,0.3333333432674408
"This is an extremely hard time and a way to learn a lot about yourself, your family and your friends; but acceptance is the ultimate stage.",Negative,-0.6666666865348816
"Once nausea and vomiting occur, we would mix charcoal, activated charcoal with water; commonly found in many first aid kits, and have the person drink that to absorb whatever residual poisons may be left in the stomach area.",Positive,0.6666666865348816
"Again, keep in mind, if it's some type of petroleum or corrosive product we would not want to induce vomiting of any type.",Negative,-0.3333333432674408
"If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.",Negative,-0.6666666865348816
"But as long as it's plant, food, or drug we would induce vomiting.",Neutral,0.0
"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.",Negative,-0.3333333432674408
There are a dozen or more hands on techniques that we can do,Neutral,0.0
If you go to the HipTrac website or Youtube channel you'll see some demonstrations of these techniques,Neutral,0.0
So physical therapists and chiropractors will do joint manipulations and mobilizations,Neutral,0.0
"Some of them are very relaxing, very gentle, very pain relieving",Positive,1.3333333730697632
You can go to the Youtube channel and you can see demonstrations of some of these techniques,Neutral,0.0
Then there are ones that are a little less comfortable,Neutral,0.0
They are all very safe,Positive,0.3333333432674408
"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",Neutral,0.0
Sometimes we have to stretch that joint that is already irritated,Negative,-0.3333333432674408
And how could we get beyond those limits,Neutral,0.0
"How, at a particular moment in time—our moment in time—are they limited",Neutral,0.0
I said this is a thoroughly pragmatist approach and it is because it’s not about perfection,Positive,0.3333333432674408
"But a good thing to do is yawning, chewing gum is effective.",Positive,0.6666666865348816
"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.",Negative,-0.6666666865348816
"The biggest mistake people make when they start positioning their products or their services or their businesses, is to take a position that somebody else has already got.",Negative,-0.6666666865348816
"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",Positive,0.3333333432674408
"""I've never chewed gum before, I've never drank a soda pop before, I've never done it before."" The other place customers come from is, ""I've done it before but I'm unhappy with the way I'm doing it."" So it's either somebody who's never done it before, or somebody that's done it before but they're unhappy.",Positive,0.3333333432674408
"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.",Neutral,0.0
Say twenty percent so if you've got a thousand square foot condo.,Neutral,0.0
"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",Neutral,0.0
Just a couple ideas to get you started on how to sell your condo.,Neutral,0.0
So make sure to get a through or to do a through cleaning of the property.,Neutral,0.0
Do so and as well you'll also want to remove any clutter from that you've accumulated.,Neutral,0.0
Don't worry a wedding anniversary speech is one of the easiest speeches to write and give.,Positive,0.6666666865348816
"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",Positive,1.0
"But usually the length of time that a couple has been married really gives you all the information you need to make a great speech, they're very short; they're very sweet, they're very simple.",Positive,1.3333333730697632
Hi my name is Dr. Art Bowler and I am a psychologist in Manhattan New York City where I have my own private practice.,Positive,1.0
"The best way to help a depressed person is to first notice that they are depressed and when you do notice, talk to them about it.",Positive,1.3333333730697632
So if you have a loved one who is depressed those are some of the things that you should think about doing.,Positive,0.3333333432674408
"There are many different treatments helpful for depression by psychologists and psychiatrist alike including behavior modification, cognitive therapy and medication management.",Positive,0.6666666865348816
"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",Positive,0.3333333432674408
trade labor unions didn’t allow Black workers to join,Positive,0.3333333432674408
Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,Negative,-1.3333333730697632
"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior",Negative,-0.3333333432674408
"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",Positive,1.0
The prevailing beliefs about race and racism ultimately reinforced themselves,Neutral,0.0
Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,Neutral,0.0
"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",Positive,0.6666666865348816
Another modern look at these issues can be seen in the work of sociologist William Julius Wilson,Neutral,0.0
In terms of looking at the three different types of goals it's important to note that if you are saving for a short term goal I would highly recommend that you invest that money liquid.,Positive,0.3333333432674408
You want to make sure you have a hundred percent of the money that you originally saved for that goal.,Positive,0.6666666865348816
"Something that's going to be save, it's going to be liquid.",Neutral,0.0
I'm a Certified Financial Planner with Asti Financial Management . And you can learn more about my services and my company at www dot asti financial dot com.,Positive,0.3333333432674408
So the first step is definitely going to be able to create a working budget that provides you with hopefully positive cash flow in which you can start a savings plan.,Positive,0.6666666865348816
"Because you want to make sure that after, as your income comes in and you've paid all of your fixed and your variable expenses that you have some money that you can actually dedicate to a savings plan.",Neutral,0.0
"Short term goals, intermediate term goals, and longer term goals.",Positive,0.3333333432674408
That is to say they are trying to put money away for retirement when they are not working.,Positive,0.6666666865348816
"That being said mutual funds have rules and the most notable rules are past performance, there's no indication of fair value, and may lose value and not insured by any federal government agency.",Neutral,0.0
"So be mindful of your risk tolerance, the younger you are the more risk you can assume and as you get older make sure you pare back on the risk.",Neutral,0.0
"I think, up until that time, there was not a whole lot of notoriety that was coming to the Friendship Nine",Neutral,0.0
"And if you knew anything about the turn of the century, everybody was trying to decide, what was the biggest thing that happened in the previous century",Positive,0.3333333432674408
"But, at the time, I was serving on the Cultural and Heritage Museum Board",Neutral,0.0
LAUREL HOLTZAPPLE: So the impetus of the project was the Friendship Nine and the vacating of their sentences for trespassing,Neutral,0.0
"But I think for many of us, it exposed maybe a lot of issues that were happening underneath the water.",Positive,0.3333333432674408
And I think we need to adjust to that as well as a company.,Positive,1.0
Many times the best way to invest is to be completely risk averse.,Positive,0.6666666865348816
Drama queen is used especially for a woman who is extremely melodramatic,Positive,0.6666666865348816
Very first one we have is Drama Queen,Neutral,0.0
"Like for example, a friend of mine lost her wallet",Negative,-0.6666666865348816
Like for a situation or for an event the way this woman would react will be in a very exaggerated and melodramatic way,Negative,-0.3333333432674408
"And this another friend of mine was like ""Oh no, Really",Negative,-0.3333333432674408
SO she is such a drama queen,Positive,0.6666666865348816
"Now that's quite and exaggerated reaction, right",Neutral,0.0
"For those of you who were curious about that, I do plan on doing an updated apartment tour and an updated room tour",Positive,0.3333333432674408
If you could spend Christmas with any J,Positive,0.3333333432674408
So [snaps] look forward to that,Positive,1.3333333730697632
"K Rowling character Fantastic Beasts and Marauders included, who would it be",Positive,0.6666666865348816
What books are you currently reading,Positive,1.0
so I definitely recommend to check them out,Positive,1.3333333730697632
I'm probably gonna go with Harry Potter,Positive,0.3333333432674408
A Harry Potter mug or a Star Wars mug,Positive,0.3333333432674408
"we probably all know the answer to that right now, so say it with me folks",Positive,0.6666666865348816
Do you plan on doing a house tour,Positive,0.6666666865348816
"Starbuck's salted caramel, hot chocolate",Positive,2.3333332538604736
I didn't want anyone to know,Negative,-0.6666666865348816
hearing loss when I was four to the time I was like in my twenties,Negative,-0.3333333432674408
"It was a huge secret and I didn't tell anyone: my friends, family members, i did not want anyone to know",Negative,-0.6666666865348816
"So for those of us in the theatres, watching Frozen for the first time, again, we see this build-up happening",Positive,0.3333333432674408
"Disney, but from all over the place-what we hear in the radio",Positive,0.3333333432674408
"And we were probably subconsciously just expecting ""Let it Go",Neutral,0.0
"And the first time let's do something completely magical, something sweet, something completely unexpected",Positive,1.6666666269302368
"So that it does happen, but the SECOND time the chorus comes in",Positive,0.6666666865348816
"So, with that in mind, let's imagine going back to the first time we watched the movie",Positive,1.0
"They honori architect Robert Robinson Taylor; Bishop Richard Allen, founder of the African Methodist Episcopal Church; and most recently civil rights leader and activist Dorothy Height",Neutral,0.0
"She was honored on a stamp just issued February 1, the first day of Black History Month",Positive,0.6666666865348816
"Gates also told McAllister that an upcoming set of stamps will commemorate key players in the Harlem Renaissance, an early 20th-century cultural, artistic and social explosion",Neutral,0.0
"Gates himself has been pictured on a postage stamp, part of a pane of six issued by Ghana in 1998 paying tribute to Great Black Writers of the 20th Century",Neutral,0.0
"Another prominent collector and the former chief curator of philately for the Smithsonian National Postal Museum, Cheryl Ganz, also serves on the committee",Neutral,0.0
"As Bill McAllister points out in his report about Gates’ departure from the committee, its deliberations are kept secret",Neutral,0.0
"However, McAllister said that Gates told him in an interview that the panel has approved all his suggestions for stamps celebrating the contributions of African-Americans to the United States",Positive,0.6666666865348816
These include the three most recent stamps in the Black Heritage series,Neutral,0.0
"For Linn’s Stamp News and Scott catalogs, I’m Denise McCarty",Neutral,0.0
Keep up on the latest stamp news by following Linn’s on Linns,Neutral,0.0
The Citizens’ Stamp Advisory Committee is down to 11 members,Neutral,0.0
"Welcome to the Monday Morning Brief for February 6, 2017",Positive,0.3333333432674408
has left after serving the maximum 12 years allowed on the panel,Neutral,0.0
Henry Louis Gates Jr,Neutral,0.0
"In addition to being a noted Harvard professor of African and African-American research, Gates is a literary scholar, journalist, author, filmmaker",Positive,0.6666666865348816
"In an interview with Linn’s Washington Correspondent Bill McAllister, Gates said he would have never resigned from the panel, adding that it was his favorite one to serve on",Positive,0.3333333432674408
The roots of the Citizens’ Stamp Advisory Committee are believed to date back to the 1940s,Positive,0.3333333432674408
"His documentaries include Finding Your Roots, which currently airs on PBS",Neutral,0.0
Many have suggested that it was the 1948 3¢ Poultry Industrial Chicken stamp — which has long been widely regarded as one of the least-necessary U,Negative,-0.6666666865348816
"Whatever the impetus, it was almost a decade before the Citizens’ Stamp Advisory Committee was established by Postmaster General Arthur E",Neutral,0.0
commemorative stamps ever — and other similar special-interest stamps that led to a call for a group to oversee the selection of topics to be honored on our postage,Positive,1.0
"The announcement at the time said that the group “shall advise the Post Office Department on any matters pertaining to the subject matter, design, production and issuance of postage stamps",Positive,0.3333333432674408
Summerfield in March of 1957,Neutral,0.0
"On its website today, the United States Postal Service says, “The group selects subjects for recommendation as future stamp issues, made with all postal customers in mind, including stamp collectors",Neutral,0.0
” The role of the committee hasn’t changed much,Positive,0.3333333432674408
"These members come from many different fields, the Postal Service specifically states that they “provide expertise on history, science and technology, art, education, sports, and other subjects of public interest",Neutral,0.0
"” Also, as in 1957, the postmaster general is the one who appoints new committee members",Neutral,0.0
"The committee is currently chaired by Janet Klug, a lifelong collector, a former president of the American Philatelic Society and a Linn’s columnist",Positive,0.3333333432674408
” The stamp hobby is represented as well,Neutral,0.0
The online course1 Indian Constitution at work introduces the making and working of our Constitution since 1950 in a detailed manner,Positive,0.3333333432674408
"Dear learners, a warm welcome to the online courses in this objective political science",Positive,1.0
So it is very important that we understand the Constitution better both not just only for the sake of our academic life but also personal life,Positive,1.3333333730697632
As you are aware the Constitution of India is the longest Constitution in the world The making of our Constitution itself was an exercise in consensus building You know very well that Constitution plays a very crucial role in our everyday life,Positive,0.6666666865348816
"The course explains various provisions of the Constitution about the fundamental rights and other rights electoral system that we adopted functioning and functionaries of the three organs of the government,namely executive,legislature and judiciary",Positive,0.6666666865348816
The course seeks to lay a solid foundation for understanding the system of constitutional government in india with the help of examples from the real life,Neutral,0.0
The course elaborates on the dynamic nature of our Constitution as a living document and concludes with the underlying philosophy of the Constitution of India,Neutral,0.0
"It then explains the mechanics of our federal system and how our local government bodies work in rural as well as urban areas, especially in the light of the 73rd and 74th amendments to the Constitution",Neutral,0.0
"Well, the theme for this year’s meeting is Rethinking Africa’s Growth Strategy.",Neutral,0.0
"And I think, as come through the economic crisis, Africa has surprised many with its resilience and a faster than expected recovery.",Positive,1.6666666269302368
"Well, we’ll be touching on a number of the key issues underpinning Africa’s growth strategy from energy to infrastructure investments, Africa’s capital markets.",Positive,0.3333333432674408
And what kinds of sessions have you designed in order to bring these leaders together to discuss these issues?,Positive,0.3333333432674408
Can you tell us why this year is a milestone year for the forum’s relationship with the African continent?,Positive,0.3333333432674408
"Katherine Tweedie, Director and Head of Africa at the World Economic Forum.",Positive,0.3333333432674408
"And this year we will be holding the summit in East Africa in Dar es Salaam, Tanzania, hosted by His Excellency President Kikwete.",Positive,1.6666666269302368
And who are the participants going to be and who are the co-chairs of this meeting?,Positive,0.3333333432674408
"We have JørgenHaslestad, who is the chief executive of Yara International.",Neutral,0.0
"We have five co-chairs including Ajai Chowdhry, who is the founder and chairman of HDL Technologies from India.",Neutral,0.0
And our fifth co-chair is Anna Tibaijuka from the UN-HABITAT.,Neutral,0.0
"You see your features and you're thinking about the next two, three steps.",Positive,0.3333333432674408
"But for you-- for the entrepreneur, as a person, who created the startup-- it's like a never-ending process.",Negative,-0.3333333432674408
You know that your product is ready because of the pipeline of your clients.,Positive,0.6666666865348816
"We suck up the information and present, very beautifully, on the simple dashboard.",Positive,1.6666666269302368
[MUSIC PLAYING] Fokus is a very simple tool for people who want to know everything about analytics.,Positive,1.0
And this is something very cool for people who want to have the electronic pulse.,Positive,0.6666666865348816
So let's focus on something-- on one thing-- and be good at it.,Positive,0.6666666865348816
"Over the years, both the Duke and his younger brother Prince Harry have become more vocal about their mother's death",Neutral,0.0
"""Do you know what happened to me",Neutral,0.0
"Earlier this year, during a visit to the Child Bereavement UK Centre in London, William comforted a grieving girl, Aoife, nine, who had lost her dad",Negative,-0.3333333432674408
"""I was 15 and my brother was 12",Neutral,0.0
"You know I lost my mummy when I was very young,"" said the Prince",Negative,-0.6666666865348816
Do you speak about your daddy,Negative,-0.3333333432674408
So we lost our mummy when we were young as well,Negative,-0.3333333432674408
"It's very important to talk about it, very, very important",Positive,1.6666666269302368
"They can also use handwriting in forensics, in police work.",Neutral,0.0
"Hi, I'm Carmen Lynne with Expert Village and I'm going to be talking to you today about handwriting analysis, or the posh word for that is graphology.",Positive,1.6666666269302368
"Current history is dictating that the American dollar, at which money market funds are based on is becoming worth less and less as inflation becomes worth more and more.",Neutral,0.0
I'm gonna put the water bottle oh This has more food,Positive,2.0
"Honestly, I don't care I would wear this as opposed to a purse where like my shoulders fawn over",Positive,1.6666666269302368
You know that was you a little part That's pretty good,Positive,1.6666666269302368
Let's just take away two water bottle,Neutral,0.0
I don't have to drink and stay hydrated picture my phone fit,Positive,0.6666666865348816
I just want to use my essential work ice okay,Positive,0.3333333432674408
"I have family on my opposite side, on my mother's side, that sees the daily grind of poverty, and I'm very lucky to have grown up here in the United States.",Positive,0.3333333432674408
And that is why personally I cannot be part of a network funded by the Russian government that whitewashes the actions of Putin.,Negative,-0.6666666865348816
"My partner is a physician at a military base, where he sees every day, the firsthand accounts of the ultimate prices that people pay for this country.",Negative,-1.6666666269302368
I'm proud to be an American and believe in disseminating the truth.,Negative,-0.3333333432674408
The other two started asking questions,Positive,0.3333333432674408
"""Hey, what's up with all the suit cases?"" When we would sit down at dinner we talk about, ok, first we are going to pray, then we are going to eat, then this is what we are going to do after dinner to to help him have the vision of, that there is a structure to our day, that there are things that we've gotta take care of that involve all of us",Positive,0.6666666865348816
It's not just about what you're doing Jake,Positive,0.6666666865348816
"NARRATOR: A photo showed a young Jake, his mom and his brother posing a large stone sign for Pike's Peak Summit",Positive,0.3333333432674408
FEMALE NARRATOR: A Title: Explanations,Neutral,0.0
DEE: When he was about eight,Neutral,0.0
"And the first afternoon he got in the car, he was hunky dory - travel, travel, travel",Positive,0.3333333432674408
"We had always, our vacations consisted of going to grandpa and grandma's But when he was eight we were taking him to the Gulf of Mexico and to a whole brand new place that he never been before",Positive,1.0
Then we get out,Neutral,0.0
Three hours into the ride he starts getting fussy,Negative,-0.6666666865348816
"And there is no way I'm going to physically makes this little boy, who is about the size of a five-year-old, get back in that car",Neutral,0.0
We eat some dinner and he absolutely refuses to get back in the car,Negative,-0.6666666865348816
""" And he didn't really have a communication system to communicate with us, other than his behavior at that moment in time",Neutral,0.0
"Until I stopped and I said, ""I don't know what's going on man",Negative,-0.6666666865348816
""" And I went through and explain the best I could with what I had right there - that we're going to drive, then we're gonna stay in hotel, and we're gonna sleep and then we're going to get up and we're gonna drive some more and they were going to go see new things",Positive,0.3333333432674408
"And I finally just looked said, ""Look Jake, here's what we're doing",Negative,-0.3333333432674408
"And that to me was like, oh my gosh, I really need to take time to explain everything we're doing, why we're doing it before we leave the house",Neutral,0.0
And he hopped right in that seat for me and let me buckle him in,Positive,2.0
"If I said, ""Hey, we're gonna go do this",Neutral,0.0
My other two children just got it,Positive,0.3333333432674408
But Jake didn't hear and process and see that we had bags packs in the living room for days before we got on that trip and went to you know the Gulf of Mexico,Positive,0.6666666865348816
""" They just got it",Positive,0.3333333432674408
The RDA was recently increase by the US government from 400 IU to 600 IU and a lot of health experts still think that that’s pretty low,Positive,0.6666666865348816
And vitamin D is really really closely related with the hormone system with your body,Positive,0.3333333432674408
It’s the amount that you need to prevent a severe deficiency but it might not be enough for optimum health levels,Neutral,0.0
Some people actually call vitamin D a hormone itself because it acts really closely in that system,Positive,0.3333333432674408
"Try saying: ""Hey, I don't agree that it's not possible."" ""I think it's possible, and furthermore I think that"" ""believing it's not possible is one of the things that's holding us back."" Because people might not necessarily be thinking about it in that way, but I think that it's something that, if you actually think about it, it's pretty easy to realize how that can be true.",Negative,-0.6666666865348816
"So, I want to share this with you in case you find it useful, so, you have some goal, some sort of idealistic goal, something that you want to bring into being in the world, and you're talking about it with others, and if you feel like you're getting shot down, try that.",Positive,1.6666666269302368
"Like when people start talking about things they want to see happen in the world in a way that is positive, and where they're like feeling solidarity and support from other people, then people start moving towards the goal, and that's a really awesome thing, and I think that being able to experience that is really valuable for actually achieving goals.",Positive,1.3333333730697632
"And I think realizing that is really empowering, because it's often the first step in like building a consensus.",Positive,1.0
"If you like this video, if you have anything to add, please comment, please share it, and if you like what I have to say overall, please subscribe to my channel.",Positive,2.0
"Today I want to talk about how to respond to people who are telling you that something that you want, something you want to do or achieve is impossible.",Negative,-0.6666666865348816
"I shared a story, which you can watch in the previous video if you haven't.",Positive,0.6666666865348816
"And, you're like: ""Hey,"" like, ""I really want to see this happen!"" And the other person says: ""Oh, that's never going to happen."" This is the kind of thing that I actually have happen a lot, because I'm pretty idealistic, and I'm pretty talkative and open about the goals that I have for what I want to bring into being in the world.",Negative,-0.3333333432674408
"And for years, I kind of, would just get frustrated when people would react in this way.",Negative,-2.0
"And I frequently hear people respond to me by saying: ""Oh, that's never going to happen,"" or like, sometimes they'll be sort of sarcastic, or joke about it like: ""Pffsh, good luck with that."" You know, sort of, blowing me off.",Negative,-1.3333333730697632
"It was like, I think it may have even been last year, it was very recently.",Positive,0.3333333432674408
"Concrete is much cheaper than granite, and it is more easily customized to fit odd shapes or nooks than paying a stone mason to work with granite.",Positive,0.3333333432674408
"Concrete countertops, especially after they have been sealed, look like granite.",Neutral,0.0
But I want to get a material with a known life span before I put it in my kitchen.,Neutral,0.0
"The fact that everyone wants to imitate it, giving you a lot of affordable alternatives.",Neutral,0.0
